last_day_of_the_week,average_precip,week,year,State,City
2018-10-21,0.0,42,2018,CA,Los Angeles
2018-10-28,0.0,43,2018,CA,Los Angeles
2018-11-04,0.0,44,2018,CA,Los Angeles
2018-11-11,0.0,45,2018,CA,Los Angeles
2018-11-18,0.0,46,2018,CA,Los Angeles
2018-11-25,0.06999999999999999,47,2018,CA,Los Angeles
2018-12-02,0.16,48,2018,CA,Los Angeles
2018-12-09,0.30142857142857143,49,2018,CA,Los Angeles
2018-12-16,0.0,50,2018,CA,Los Angeles
2018-12-23,0.0,51,2018,CA,Los Angeles
2018-12-30,0.0,52,2018,CA,Los Angeles
2019-01-06,0.07857142857142858,1,2019,CA,Los Angeles
2019-01-13,0.13428571428571429,2,2019,CA,Los Angeles
2019-01-20,0.4957142857142857,3,2019,CA,Los Angeles
2019-01-27,0.0,4,2019,CA,Los Angeles
2019-02-03,0.45428571428571424,5,2019,CA,Los Angeles
2019-02-10,0.12428571428571429,6,2019,CA,Los Angeles
2019-02-17,0.31428571428571433,7,2019,CA,Los Angeles
2019-02-24,0.011428571428571429,8,2019,CA,Los Angeles
2019-03-03,0.1142857142857143,9,2019,CA,Los Angeles
2019-03-10,0.18571428571428572,10,2019,CA,Los Angeles
2019-03-17,0.0,11,2019,CA,Los Angeles
2019-03-24,0.0,12,2019,CA,Los Angeles
2019-03-31,0.0,13,2019,CA,Los Angeles
2019-04-07,0.0014285714285714286,14,2019,CA,Los Angeles
2019-04-14,0.0,15,2019,CA,Los Angeles
2019-04-21,0.0,16,2019,CA,Los Angeles
2019-04-28,0.0,17,2019,CA,Los Angeles
2019-05-05,0.0014285714285714286,18,2019,CA,Los Angeles
2019-05-12,0.004285714285714286,19,2019,CA,Los Angeles
2019-05-19,0.09999999999999999,20,2019,CA,Los Angeles
2019-05-26,0.011428571428571429,21,2019,CA,Los Angeles
2019-06-02,0.0,22,2019,CA,Los Angeles
2019-06-09,0.0,23,2019,CA,Los Angeles
2019-06-16,0.0,24,2019,CA,Los Angeles
2019-06-23,0.0,25,2019,CA,Los Angeles
2019-06-30,0.0,26,2019,CA,Los Angeles
2019-07-07,0.0,27,2019,CA,Los Angeles
2019-07-14,0.0,28,2019,CA,Los Angeles
2019-07-21,0.0,29,2019,CA,Los Angeles
2019-07-28,0.0,30,2019,CA,Los Angeles
2019-08-04,0.0,31,2019,CA,Los Angeles
2019-08-11,0.0,32,2019,CA,Los Angeles
2019-08-18,0.0,33,2019,CA,Los Angeles
2019-08-25,0.0,34,2019,CA,Los Angeles
2019-09-01,0.0,35,2019,CA,Los Angeles
2019-09-08,0.0,36,2019,CA,Los Angeles
2019-09-15,0.0,37,2019,CA,Los Angeles
2019-09-22,0.0,38,2019,CA,Los Angeles
2019-09-29,0.004285714285714286,39,2019,CA,Los Angeles
2019-10-06,0.0,40,2019,CA,Los Angeles
2019-10-13,0.0,41,2019,CA,Los Angeles
2019-10-20,0.0,42,2019,CA,Los Angeles
2019-10-27,0.0,43,2019,CA,Los Angeles
2019-11-03,0.0,44,2019,CA,Los Angeles
2019-11-10,0.0,45,2019,CA,Los Angeles
2019-11-17,0.0,46,2019,CA,Los Angeles
2019-11-24,0.09,47,2019,CA,Los Angeles
2019-12-01,0.21285714285714286,48,2019,CA,Los Angeles
2019-12-08,0.19571428571428573,49,2019,CA,Los Angeles
2019-12-15,0.0,50,2019,CA,Los Angeles
2019-12-22,0.11,51,2019,CA,Los Angeles
2019-12-29,0.38571428571428573,52,2019,CA,Los Angeles
2020-01-05,0.0,1,2020,CA,Los Angeles
2020-01-12,0.0,2,2020,CA,Los Angeles
2020-01-19,0.042857142857142864,3,2020,CA,Los Angeles
2020-01-26,0.002857142857142857,4,2020,CA,Los Angeles
2020-02-02,0.0,5,2020,CA,Los Angeles
2020-02-09,0.0,6,2020,CA,Los Angeles
2020-02-16,0.0,7,2020,CA,Los Angeles
2020-02-23,0.005714285714285714,8,2020,CA,Los Angeles
2020-03-01,0.0014285714285714286,9,2020,CA,Los Angeles
2020-03-08,0.0,10,2020,CA,Los Angeles
2020-03-15,0.3428571428571428,11,2020,CA,Los Angeles
2020-03-22,0.25999999999999995,12,2020,CA,Los Angeles
2020-03-29,0.015714285714285715,13,2020,CA,Los Angeles
2020-04-05,0.017142857142857144,14,2020,CA,Los Angeles
2020-04-12,0.41,15,2020,CA,Los Angeles
2020-04-19,0.0014285714285714286,16,2020,CA,Los Angeles
2020-04-26,0.0,17,2020,CA,Los Angeles
2020-05-03,0.0,18,2020,CA,Los Angeles
2020-05-10,0.0,19,2020,CA,Los Angeles
2020-05-17,0.0,20,2020,CA,Los Angeles
2020-05-24,0.02,21,2020,CA,Los Angeles
2020-05-31,0.0,22,2020,CA,Los Angeles
2020-06-07,0.0,23,2020,CA,Los Angeles
2020-06-14,0.0,24,2020,CA,Los Angeles
2020-06-21,0.0,25,2020,CA,Los Angeles
2009-01-04,0.0,1,2009,PA,Philadelphia
2009-01-11,0.27,2,2009,PA,Philadelphia
2009-01-18,0.0014285714285714286,3,2009,PA,Philadelphia
2009-01-25,0.005714285714285714,4,2009,PA,Philadelphia
2009-02-01,0.13285714285714287,5,2009,PA,Philadelphia
2009-02-08,0.08142857142857143,6,2009,PA,Philadelphia
2009-02-15,0.005714285714285714,7,2009,PA,Philadelphia
2009-02-22,0.032857142857142856,8,2009,PA,Philadelphia
2009-03-01,0.022857142857142857,9,2009,PA,Philadelphia
2009-03-08,0.004285714285714286,10,2009,PA,Philadelphia
2009-03-15,0.0,11,2009,PA,Philadelphia
2009-03-22,0.015714285714285715,12,2009,PA,Philadelphia
2009-03-29,0.13857142857142857,13,2009,PA,Philadelphia
2009-04-05,0.11857142857142856,14,2009,PA,Philadelphia
2009-04-12,0.11714285714285715,15,2009,PA,Philadelphia
2009-04-19,0.1657142857142857,16,2009,PA,Philadelphia
2009-04-26,0.1457142857142857,17,2009,PA,Philadelphia
2009-05-03,0.10428571428571429,18,2009,PA,Philadelphia
2009-05-10,0.34428571428571425,19,2009,PA,Philadelphia
2009-05-17,0.11714285714285715,20,2009,PA,Philadelphia
2009-05-24,0.002857142857142857,21,2009,PA,Philadelphia
2009-05-31,0.14714285714285716,22,2009,PA,Philadelphia
2009-06-07,0.19714285714285712,23,2009,PA,Philadelphia
2009-06-14,0.22714285714285715,24,2009,PA,Philadelphia
2009-06-21,0.21571428571428572,25,2009,PA,Philadelphia
2009-06-28,0.027142857142857142,26,2009,PA,Philadelphia
2009-07-05,0.025714285714285714,27,2009,PA,Philadelphia
2009-07-12,0.07857142857142856,28,2009,PA,Philadelphia
2009-07-19,0.025714285714285714,29,2009,PA,Philadelphia
2009-07-26,0.047142857142857146,30,2009,PA,Philadelphia
2009-08-02,0.49714285714285716,31,2009,PA,Philadelphia
2009-08-09,0.2942857142857143,32,2009,PA,Philadelphia
2009-08-16,0.015714285714285715,33,2009,PA,Philadelphia
2009-08-23,0.2757142857142857,34,2009,PA,Philadelphia
2009-08-30,0.41428571428571426,35,2009,PA,Philadelphia
2009-09-06,0.0,36,2009,PA,Philadelphia
2009-09-13,0.3114285714285714,37,2009,PA,Philadelphia
2009-09-20,0.0014285714285714286,38,2009,PA,Philadelphia
2009-09-27,0.1542857142857143,39,2009,PA,Philadelphia
2009-10-04,0.047142857142857146,40,2009,PA,Philadelphia
2009-10-11,0.011428571428571429,41,2009,PA,Philadelphia
2009-10-18,0.2557142857142857,42,2009,PA,Philadelphia
2009-10-25,0.23142857142857146,43,2009,PA,Philadelphia
2009-11-01,0.30428571428571427,44,2009,PA,Philadelphia
2009-11-08,0.0,45,2009,PA,Philadelphia
2009-11-15,0.07285714285714286,46,2009,PA,Philadelphia
2009-11-22,0.15285714285714286,47,2009,PA,Philadelphia
2009-11-29,0.055714285714285716,48,2009,PA,Philadelphia
2009-12-06,0.2485714285714286,49,2009,PA,Philadelphia
2009-12-13,0.45999999999999996,50,2009,PA,Philadelphia
2009-12-20,0.07999999999999999,51,2009,PA,Philadelphia
2009-12-27,0.29571428571428576,52,2009,PA,Philadelphia
2010-01-03,0.042857142857142864,53,2009,PA,Philadelphia
2010-01-10,0.004285714285714286,1,2010,PA,Philadelphia
2010-01-17,0.10571428571428572,2,2010,PA,Philadelphia
2010-01-24,0.0014285714285714286,3,2010,PA,Philadelphia
2010-01-31,0.1642857142857143,4,2010,PA,Philadelphia
2010-02-07,0.06571428571428571,5,2010,PA,Philadelphia
2010-02-14,0.2342857142857143,6,2010,PA,Philadelphia
2010-02-21,0.012857142857142857,7,2010,PA,Philadelphia
2010-02-28,0.17142857142857146,8,2010,PA,Philadelphia
2010-03-07,0.002857142857142857,9,2010,PA,Philadelphia
2010-03-14,0.48857142857142855,10,2010,PA,Philadelphia
2010-03-21,0.017142857142857144,11,2010,PA,Philadelphia
2010-03-28,0.2657142857142857,12,2010,PA,Philadelphia
2010-04-04,0.22714285714285712,13,2010,PA,Philadelphia
2010-04-11,0.08,14,2010,PA,Philadelphia
2010-04-18,0.03571428571428571,15,2010,PA,Philadelphia
2010-04-25,0.16142857142857142,16,2010,PA,Philadelphia
2010-05-02,0.09999999999999999,17,2010,PA,Philadelphia
2010-05-09,0.08714285714285715,18,2010,PA,Philadelphia
2010-05-16,0.15142857142857144,19,2010,PA,Philadelphia
2010-05-23,0.10571428571428572,20,2010,PA,Philadelphia
2010-05-30,0.024285714285714282,21,2010,PA,Philadelphia
2010-06-06,0.0014285714285714286,22,2010,PA,Philadelphia
2010-06-13,0.19714285714285712,23,2010,PA,Philadelphia
2010-06-20,0.0014285714285714286,24,2010,PA,Philadelphia
2010-06-27,0.07714285714285715,25,2010,PA,Philadelphia
2010-07-04,0.015714285714285715,26,2010,PA,Philadelphia
2010-07-11,0.07857142857142858,27,2010,PA,Philadelphia
2010-07-18,0.6971428571428572,28,2010,PA,Philadelphia
2010-07-25,0.11571428571428573,29,2010,PA,Philadelphia
2010-08-01,0.0,30,2010,PA,Philadelphia
2010-08-08,0.002857142857142857,31,2010,PA,Philadelphia
2010-08-15,0.030000000000000002,32,2010,PA,Philadelphia
2010-08-22,0.27571428571428575,33,2010,PA,Philadelphia
2010-08-29,0.0014285714285714286,34,2010,PA,Philadelphia
2010-09-05,0.0,35,2010,PA,Philadelphia
2010-09-12,0.03,36,2010,PA,Philadelphia
2010-09-19,0.055714285714285716,37,2010,PA,Philadelphia
2010-09-26,0.027142857142857142,38,2010,PA,Philadelphia
2010-10-03,0.8814285714285716,39,2010,PA,Philadelphia
2010-10-10,0.09,40,2010,PA,Philadelphia
2010-10-17,0.11,41,2010,PA,Philadelphia
2010-10-24,0.04,42,2010,PA,Philadelphia
2010-10-31,0.04428571428571428,43,2010,PA,Philadelphia
2010-11-07,0.17714285714285713,44,2010,PA,Philadelphia
2010-11-14,0.0,45,2010,PA,Philadelphia
2010-11-21,0.05714285714285715,46,2010,PA,Philadelphia
2010-11-28,0.017142857142857144,47,2010,PA,Philadelphia
2010-12-05,0.15571428571428572,48,2010,PA,Philadelphia
2010-12-12,0.1442857142857143,49,2010,PA,Philadelphia
2010-12-19,0.0014285714285714286,50,2010,PA,Philadelphia
2010-12-26,0.005714285714285714,51,2010,PA,Philadelphia
2011-01-02,0.012857142857142857,52,2010,PA,Philadelphia
2011-01-09,0.030000000000000002,1,2011,PA,Philadelphia
2011-01-16,0.06571428571428571,2,2011,PA,Philadelphia
2011-01-23,0.1285714285714286,3,2011,PA,Philadelphia
2011-01-30,0.23142857142857146,4,2011,PA,Philadelphia
2011-02-06,0.13714285714285715,5,2011,PA,Philadelphia
2011-02-13,0.004285714285714286,6,2011,PA,Philadelphia
2011-02-20,0.0,7,2011,PA,Philadelphia
2011-02-27,0.18714285714285714,8,2011,PA,Philadelphia
2011-03-06,0.23857142857142857,9,2011,PA,Philadelphia
2011-03-13,0.21571428571428572,10,2011,PA,Philadelphia
2011-03-20,0.09999999999999999,11,2011,PA,Philadelphia
2011-03-27,0.09285714285714286,12,2011,PA,Philadelphia
2011-04-03,0.037142857142857144,13,2011,PA,Philadelphia
2011-04-10,0.11857142857142858,14,2011,PA,Philadelphia
2011-04-17,0.57,15,2011,PA,Philadelphia
2011-04-24,0.055714285714285716,16,2011,PA,Philadelphia
2011-05-01,0.008571428571428572,17,2011,PA,Philadelphia
2011-05-08,0.06714285714285714,18,2011,PA,Philadelphia
2011-05-15,0.05285714285714286,19,2011,PA,Philadelphia
2011-05-22,0.15285714285714286,20,2011,PA,Philadelphia
2011-05-29,0.002857142857142857,21,2011,PA,Philadelphia
2011-06-05,0.0,22,2011,PA,Philadelphia
2011-06-12,0.12000000000000001,23,2011,PA,Philadelphia
2011-06-19,0.23285714285714285,24,2011,PA,Philadelphia
2011-06-26,0.012857142857142857,25,2011,PA,Philadelphia
2011-07-03,0.014285714285714287,26,2011,PA,Philadelphia
2011-07-10,0.21285714285714286,27,2011,PA,Philadelphia
2011-07-17,0.0,28,2011,PA,Philadelphia
2011-07-24,0.08428571428571428,29,2011,PA,Philadelphia
2011-07-31,0.08714285714285715,30,2011,PA,Philadelphia
2011-08-07,0.37,31,2011,PA,Philadelphia
2011-08-14,0.7542857142857143,32,2011,PA,Philadelphia
2011-08-21,0.5199999999999999,33,2011,PA,Philadelphia
2011-08-28,0.9614285714285715,34,2011,PA,Philadelphia
2011-09-04,0.0,35,2011,PA,Philadelphia
2011-09-11,0.5071428571428571,36,2011,PA,Philadelphia
2011-09-18,0.025714285714285714,37,2011,PA,Philadelphia
2011-09-25,0.34142857142857136,38,2011,PA,Philadelphia
2011-10-02,0.20285714285714285,39,2011,PA,Philadelphia
2011-10-09,0.0014285714285714286,40,2011,PA,Philadelphia
2011-10-16,0.07857142857142858,41,2011,PA,Philadelphia
2011-10-23,0.13142857142857142,42,2011,PA,Philadelphia
2011-10-30,0.2357142857142857,43,2011,PA,Philadelphia
2011-11-06,0.0,44,2011,PA,Philadelphia
2011-11-13,0.0071428571428571435,45,2011,PA,Philadelphia
2011-11-20,0.10714285714285714,46,2011,PA,Philadelphia
2011-11-27,0.35571428571428576,47,2011,PA,Philadelphia
2011-12-04,0.08,48,2011,PA,Philadelphia
2011-12-11,0.33,49,2011,PA,Philadelphia
2011-12-18,0.0014285714285714286,50,2011,PA,Philadelphia
2011-12-25,0.20428571428571426,51,2011,PA,Philadelphia
2012-01-01,0.08428571428571428,52,2011,PA,Philadelphia
2012-01-08,0.0014285714285714286,1,2012,PA,Philadelphia
2012-01-15,0.1642857142857143,2,2012,PA,Philadelphia
2012-01-22,0.10571428571428572,3,2012,PA,Philadelphia
2012-01-29,0.1157142857142857,4,2012,PA,Philadelphia
2012-02-05,0.0014285714285714286,5,2012,PA,Philadelphia
2012-02-12,0.04857142857142858,6,2012,PA,Philadelphia
2012-02-19,0.022857142857142857,7,2012,PA,Philadelphia
2012-02-26,0.041428571428571426,8,2012,PA,Philadelphia
2012-03-04,0.19285714285714287,9,2012,PA,Philadelphia
2012-03-11,0.004285714285714286,10,2012,PA,Philadelphia
2012-03-18,0.011428571428571429,11,2012,PA,Philadelphia
2012-03-25,0.015714285714285715,12,2012,PA,Philadelphia
2012-04-01,0.0642857142857143,13,2012,PA,Philadelphia
2012-04-08,0.022857142857142857,14,2012,PA,Philadelphia
2012-04-15,0.005714285714285714,15,2012,PA,Philadelphia
2012-04-22,0.2842857142857143,16,2012,PA,Philadelphia
2012-04-29,0.024285714285714282,17,2012,PA,Philadelphia
2012-05-06,0.06857142857142857,18,2012,PA,Philadelphia
2012-05-13,0.0842857142857143,19,2012,PA,Philadelphia
2012-05-20,0.13285714285714284,20,2012,PA,Philadelphia
2012-05-27,0.18142857142857144,21,2012,PA,Philadelphia
2012-06-03,0.13285714285714284,22,2012,PA,Philadelphia
2012-06-10,0.06,23,2012,PA,Philadelphia
2012-06-17,0.13428571428571429,24,2012,PA,Philadelphia
2012-06-24,0.07857142857142858,25,2012,PA,Philadelphia
2012-07-01,0.025714285714285717,26,2012,PA,Philadelphia
2012-07-08,0.0,27,2012,PA,Philadelphia
2012-07-15,0.10285714285714286,28,2012,PA,Philadelphia
2012-07-22,0.037142857142857144,29,2012,PA,Philadelphia
2012-07-29,0.07142857142857142,30,2012,PA,Philadelphia
2012-08-05,0.19428571428571426,31,2012,PA,Philadelphia
2012-08-12,0.16714285714285718,32,2012,PA,Philadelphia
2012-08-19,0.2671428571428571,33,2012,PA,Philadelphia
2012-08-26,0.0,34,2012,PA,Philadelphia
2012-09-02,0.16714285714285712,35,2012,PA,Philadelphia
2012-09-09,0.21571428571428575,36,2012,PA,Philadelphia
2012-09-16,0.0,37,2012,PA,Philadelphia
2012-09-23,0.17857142857142858,38,2012,PA,Philadelphia
2012-09-30,0.03142857142857143,39,2012,PA,Philadelphia
2012-10-07,0.03428571428571429,40,2012,PA,Philadelphia
2012-10-14,0.0071428571428571435,41,2012,PA,Philadelphia
2012-10-21,0.06142857142857143,42,2012,PA,Philadelphia
2012-10-28,0.058571428571428566,43,2012,PA,Philadelphia
2012-11-04,0.35571428571428576,44,2012,PA,Philadelphia
2012-11-11,0.055714285714285716,45,2012,PA,Philadelphia
2012-11-18,0.02,46,2012,PA,Philadelphia
2012-11-25,0.0,47,2012,PA,Philadelphia
2012-12-02,0.07285714285714286,48,2012,PA,Philadelphia
2012-12-09,0.09714285714285713,49,2012,PA,Philadelphia
2012-12-16,0.03428571428571429,50,2012,PA,Philadelphia
2012-12-23,0.2814285714285714,51,2012,PA,Philadelphia
2012-12-30,0.22285714285714286,52,2012,PA,Philadelphia
2013-01-06,0.012857142857142857,1,2013,PA,Philadelphia
2013-01-13,0.09714285714285716,2,2013,PA,Philadelphia
2013-01-20,0.19999999999999998,3,2013,PA,Philadelphia
2013-01-27,0.012857142857142857,4,2013,PA,Philadelphia
2013-02-03,0.16,5,2013,PA,Philadelphia
2013-02-10,0.06285714285714286,6,2013,PA,Philadelphia
2013-02-17,0.10857142857142857,7,2013,PA,Philadelphia
2013-02-24,0.04714285714285714,8,2013,PA,Philadelphia
2013-03-03,0.07428571428571429,9,2013,PA,Philadelphia
2013-03-10,0.018571428571428572,10,2013,PA,Philadelphia
2013-03-17,0.13571428571428573,11,2013,PA,Philadelphia
2013-03-24,0.09142857142857143,12,2013,PA,Philadelphia
2013-03-31,0.09142857142857143,13,2013,PA,Philadelphia
2013-04-07,0.012857142857142857,14,2013,PA,Philadelphia
2013-04-14,0.19428571428571426,15,2013,PA,Philadelphia
2013-04-21,0.08,16,2013,PA,Philadelphia
2013-04-28,0.0014285714285714286,17,2013,PA,Philadelphia
2013-05-05,0.04142857142857143,18,2013,PA,Philadelphia
2013-05-12,0.2357142857142857,19,2013,PA,Philadelphia
2013-05-19,0.038571428571428576,20,2013,PA,Philadelphia
2013-05-26,0.038571428571428576,21,2013,PA,Philadelphia
2013-06-02,0.021428571428571432,22,2013,PA,Philadelphia
2013-06-09,0.5585714285714286,23,2013,PA,Philadelphia
2013-06-16,0.35571428571428576,24,2013,PA,Philadelphia
2013-06-23,0.13999999999999999,25,2013,PA,Philadelphia
2013-06-30,0.32285714285714284,26,2013,PA,Philadelphia
2013-07-07,0.045714285714285714,27,2013,PA,Philadelphia
2013-07-14,0.17714285714285719,28,2013,PA,Philadelphia
2013-07-21,0.05285714285714286,29,2013,PA,Philadelphia
2013-07-28,0.21142857142857144,30,2013,PA,Philadelphia
2013-08-04,0.19571428571428573,31,2013,PA,Philadelphia
2013-08-11,0.06,32,2013,PA,Philadelphia
2013-08-18,0.2928571428571428,33,2013,PA,Philadelphia
2013-08-25,0.1542857142857143,34,2013,PA,Philadelphia
2013-09-01,0.14857142857142858,35,2013,PA,Philadelphia
2013-09-08,0.2714285714285714,36,2013,PA,Philadelphia
2013-09-15,0.027142857142857142,37,2013,PA,Philadelphia
2013-09-22,0.16714285714285718,38,2013,PA,Philadelphia
2013-09-29,0.0,39,2013,PA,Philadelphia
2013-10-06,0.0014285714285714286,40,2013,PA,Philadelphia
2013-10-13,0.32999999999999996,41,2013,PA,Philadelphia
2013-10-20,0.011428571428571429,42,2013,PA,Philadelphia
2013-10-27,0.0014285714285714286,43,2013,PA,Philadelphia
2013-11-03,0.032857142857142856,44,2013,PA,Philadelphia
2013-11-10,0.0071428571428571435,45,2013,PA,Philadelphia
2013-11-17,0.0,46,2013,PA,Philadelphia
2013-11-24,0.03,47,2013,PA,Philadelphia
2013-12-01,0.32571428571428573,48,2013,PA,Philadelphia
2013-12-08,0.19571428571428573,49,2013,PA,Philadelphia
2013-12-15,0.2942857142857143,50,2013,PA,Philadelphia
2013-12-22,0.012857142857142857,51,2013,PA,Philadelphia
2013-12-29,0.24,52,2013,PA,Philadelphia
2014-01-05,0.09,1,2014,PA,Philadelphia
2014-01-12,0.20285714285714287,2,2014,PA,Philadelphia
2014-01-19,0.02428571428571429,3,2014,PA,Philadelphia
2014-01-26,0.047142857142857146,4,2014,PA,Philadelphia
2014-02-02,0.0071428571428571435,5,2014,PA,Philadelphia
2014-02-09,0.3914285714285714,6,2014,PA,Philadelphia
2014-02-16,0.21857142857142858,7,2014,PA,Philadelphia
2014-02-23,0.09714285714285713,8,2014,PA,Philadelphia
2014-03-02,0.018571428571428572,9,2014,PA,Philadelphia
2014-03-09,0.045714285714285714,10,2014,PA,Philadelphia
2014-03-16,0.04,11,2014,PA,Philadelphia
2014-03-23,0.11857142857142858,12,2014,PA,Philadelphia
2014-03-30,0.3742857142857143,13,2014,PA,Philadelphia
2014-04-06,0.012857142857142859,14,2014,PA,Philadelphia
2014-04-13,0.08,15,2014,PA,Philadelphia
2014-04-20,0.10857142857142857,16,2014,PA,Philadelphia
2014-04-27,0.045714285714285714,17,2014,PA,Philadelphia
2014-05-04,0.7000000000000001,18,2014,PA,Philadelphia
2014-05-11,0.018571428571428572,19,2014,PA,Philadelphia
2014-05-18,0.22428571428571428,20,2014,PA,Philadelphia
2014-05-25,0.017142857142857144,21,2014,PA,Philadelphia
2014-06-01,0.13714285714285715,22,2014,PA,Philadelphia
2014-06-08,0.06571428571428571,23,2014,PA,Philadelphia
2014-06-15,0.5314285714285714,24,2014,PA,Philadelphia
2014-06-22,0.07571428571428572,25,2014,PA,Philadelphia
2014-06-29,0.045714285714285714,26,2014,PA,Philadelphia
2014-07-06,0.048571428571428564,27,2014,PA,Philadelphia
2014-07-13,0.03142857142857143,28,2014,PA,Philadelphia
2014-07-20,0.2842857142857143,29,2014,PA,Philadelphia
2014-07-27,0.038571428571428576,30,2014,PA,Philadelphia
2014-08-03,0.15142857142857144,31,2014,PA,Philadelphia
2014-08-10,0.0,32,2014,PA,Philadelphia
2014-08-17,0.20857142857142857,33,2014,PA,Philadelphia
2014-08-24,0.047142857142857146,34,2014,PA,Philadelphia
2014-08-31,0.1457142857142857,35,2014,PA,Philadelphia
2014-09-07,0.04142857142857143,36,2014,PA,Philadelphia
2014-09-14,0.05142857142857143,37,2014,PA,Philadelphia
2014-09-21,0.028571428571428574,38,2014,PA,Philadelphia
2014-09-28,0.12714285714285714,39,2014,PA,Philadelphia
2014-10-05,0.022857142857142857,40,2014,PA,Philadelphia
2014-10-12,0.09999999999999999,41,2014,PA,Philadelphia
2014-10-19,0.1242857142857143,42,2014,PA,Philadelphia
2014-10-26,0.06999999999999999,43,2014,PA,Philadelphia
2014-11-02,0.13571428571428573,44,2014,PA,Philadelphia
2014-11-09,0.07571428571428572,45,2014,PA,Philadelphia
2014-11-16,0.03571428571428571,46,2014,PA,Philadelphia
2014-11-23,0.15,47,2014,PA,Philadelphia
2014-11-30,0.19,48,2014,PA,Philadelphia
2014-12-07,0.20714285714285713,49,2014,PA,Philadelphia
2014-12-14,0.1,50,2014,PA,Philadelphia
2014-12-21,0.017142857142857144,51,2014,PA,Philadelphia
2014-12-28,0.14285714285714285,52,2014,PA,Philadelphia
2015-01-04,0.1557142857142857,1,2015,PA,Philadelphia
2015-01-11,0.018571428571428572,2,2015,PA,Philadelphia
2015-01-18,0.34714285714285714,3,2015,PA,Philadelphia
2015-01-25,0.09285714285714286,4,2015,PA,Philadelphia
2015-02-01,0.01,5,2015,PA,Philadelphia
2015-02-08,0.12571428571428572,6,2015,PA,Philadelphia
2015-02-15,0.01,7,2015,PA,Philadelphia
2015-02-22,0.16,8,2015,PA,Philadelphia
2015-03-01,0.07428571428571429,9,2015,PA,Philadelphia
2015-03-08,0.2557142857142857,10,2015,PA,Philadelphia
2015-03-15,0.24428571428571427,11,2015,PA,Philadelphia
2015-03-22,0.09999999999999999,12,2015,PA,Philadelphia
2015-03-29,0.07857142857142858,13,2015,PA,Philadelphia
2015-04-05,0.025714285714285714,14,2015,PA,Philadelphia
2015-04-12,0.047142857142857146,15,2015,PA,Philadelphia
2015-04-19,0.038571428571428576,16,2015,PA,Philadelphia
2015-04-26,0.31999999999999995,17,2015,PA,Philadelphia
2015-05-03,0.0,18,2015,PA,Philadelphia
2015-05-10,0.004285714285714286,19,2015,PA,Philadelphia
2015-05-17,0.04857142857142858,20,2015,PA,Philadelphia
2015-05-24,0.03142857142857143,21,2015,PA,Philadelphia
2015-05-31,0.08571428571428572,22,2015,PA,Philadelphia
2015-06-07,0.3257142857142856,23,2015,PA,Philadelphia
2015-06-14,0.11857142857142856,24,2015,PA,Philadelphia
2015-06-21,0.18714285714285714,25,2015,PA,Philadelphia
2015-06-28,0.32,26,2015,PA,Philadelphia
2015-07-05,0.022857142857142854,27,2015,PA,Philadelphia
2015-07-12,0.10857142857142857,28,2015,PA,Philadelphia
2015-07-19,0.18142857142857144,29,2015,PA,Philadelphia
2015-07-26,0.004285714285714286,30,2015,PA,Philadelphia
2015-08-02,0.13999999999999999,31,2015,PA,Philadelphia
2015-08-09,0.012857142857142857,32,2015,PA,Philadelphia
2015-08-16,0.10857142857142857,33,2015,PA,Philadelphia
2015-08-23,0.018571428571428572,34,2015,PA,Philadelphia
2015-08-30,0.0,35,2015,PA,Philadelphia
2015-09-06,0.0,36,2015,PA,Philadelphia
2015-09-13,0.6842857142857142,37,2015,PA,Philadelphia
2015-09-20,0.0,38,2015,PA,Philadelphia
2015-09-27,0.0,39,2015,PA,Philadelphia
2015-10-04,0.3828571428571429,40,2015,PA,Philadelphia
2015-10-11,0.041428571428571426,41,2015,PA,Philadelphia
2015-10-18,0.0,42,2015,PA,Philadelphia
2015-10-25,0.0,43,2015,PA,Philadelphia
2015-11-01,0.16714285714285712,44,2015,PA,Philadelphia
2015-11-08,0.018571428571428572,45,2015,PA,Philadelphia
2015-11-15,0.11285714285714286,46,2015,PA,Philadelphia
2015-11-22,0.11714285714285713,47,2015,PA,Philadelphia
2015-11-29,0.018571428571428572,48,2015,PA,Philadelphia
2015-12-06,0.12285714285714286,49,2015,PA,Philadelphia
2015-12-13,0.0,50,2015,PA,Philadelphia
2015-12-20,0.15714285714285717,51,2015,PA,Philadelphia
2015-12-27,0.29857142857142854,52,2015,PA,Philadelphia
2016-01-03,0.14142857142857143,53,2015,PA,Philadelphia
2016-01-10,0.09,1,2016,PA,Philadelphia
2016-01-17,0.037142857142857144,2,2016,PA,Philadelphia
2016-01-24,0.04428571428571428,3,2016,PA,Philadelphia
