State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
California,2016,52,1419,2017-01-01,48.5,San Francisco
Colorado,2016,52,2,2017-01-01,38.785714285714285,Denver
Georgia,2016,52,2084,2017-01-01,51.714285714285715,Atlanta
Illinois,2016,52,1234,2017-01-01,31.42857142857143,Chicago
New York,2016,52,537,2017-01-01,41.142857142857146,New York
Pennsylvania,2016,52,298,2017-01-01,41.285714285714285,Philadelphia
Texas,2016,52,960,2017-01-01,59.07142857142857,Dallas
Texas,2016,52,960,2017-01-01,67.28571428571429,Houston
Washington,2016,52,91,2017-01-01,38.785714285714285,Seattle
Arizona,2017,1,540,2017-01-08,56.28571428571429,Phoenix
California,2017,1,1559,2017-01-08,58.28571428571429,Los Angeles
California,2017,1,1559,2017-01-08,50.85714285714285,San Francisco
Colorado,2017,1,65,2017-01-08,31.0,Denver
Georgia,2017,1,1982,2017-01-08,42.142857142857146,Atlanta
Illinois,2017,1,1267,2017-01-08,15.214285714285715,Chicago
New York,2017,1,584,2017-01-08,33.714285714285715,New York
Pennsylvania,2017,1,351,2017-01-08,32.785714285714285,Philadelphia
Texas,2017,1,1076,2017-01-08,38.142857142857146,Dallas
Texas,2017,1,1076,2017-01-08,46.57142857142857,Houston
Washington,2017,1,97,2017-01-08,31.0,Seattle
Arizona,2017,2,585,2017-01-15,58.5,Phoenix
California,2017,2,1490,2017-01-15,58.0,Los Angeles
California,2017,2,1490,2017-01-15,51.5,San Francisco
Colorado,2017,2,55,2017-01-15,34.07142857142857,Denver
Georgia,2017,2,1923,2017-01-15,56.07142857142857,Atlanta
Illinois,2017,2,1350,2017-01-15,28.357142857142854,Chicago
New York,2017,2,736,2017-01-15,37.714285714285715,New York
Pennsylvania,2017,2,358,2017-01-15,38.214285714285715,Philadelphia
Texas,2017,2,1450,2017-01-15,55.92857142857143,Dallas
Texas,2017,2,1450,2017-01-15,68.85714285714286,Houston
Washington,2017,2,113,2017-01-15,34.07142857142857,Seattle
Arizona,2017,3,567,2017-01-22,53.57142857142857,Phoenix
California,2017,3,1441,2017-01-22,55.92857142857143,Los Angeles
California,2017,3,1441,2017-01-22,50.78571428571429,San Francisco
Colorado,2017,3,79,2017-01-22,44.42857142857143,Denver
Georgia,2017,3,2379,2017-01-22,62.42857142857143,Atlanta
Illinois,2017,3,1443,2017-01-22,38.785714285714285,Chicago
New York,2017,3,913,2017-01-22,42.785714285714285,New York
Pennsylvania,2017,3,465,2017-01-22,41.857142857142854,Philadelphia
Texas,2017,3,1563,2017-01-22,56.07142857142857,Dallas
Texas,2017,3,1563,2017-01-22,66.21428571428571,Houston
Washington,2017,3,186,2017-01-22,44.42857142857143,Seattle
Arizona,2017,4,569,2017-01-29,50.64285714285714,Phoenix
California,2017,4,1700,2017-01-29,54.35714285714285,Los Angeles
California,2017,4,1700,2017-01-29,49.28571428571429,San Francisco
Colorado,2017,4,70,2017-01-29,42.0,Denver
Georgia,2017,4,2370,2017-01-29,48.64285714285714,Atlanta
Illinois,2017,4,1640,2017-01-29,31.92857142857143,Chicago
New York,2017,4,1174,2017-01-29,41.42857142857143,New York
Pennsylvania,2017,4,535,2017-01-29,41.785714285714285,Philadelphia
Texas,2017,4,1868,2017-01-29,51.64285714285714,Dallas
Texas,2017,4,1868,2017-01-29,56.42857142857143,Houston
Washington,2017,4,130,2017-01-29,42.0,Seattle
Arizona,2017,5,647,2017-02-05,60.714285714285715,Phoenix
California,2017,5,1667,2017-02-05,61.0,Los Angeles
California,2017,5,1667,2017-02-05,54.28571428571429,San Francisco
Colorado,2017,5,83,2017-02-05,38.714285714285715,Denver
Georgia,2017,5,2666,2017-02-05,50.28571428571429,Atlanta
Illinois,2017,5,1810,2017-02-05,26.42857142857143,Chicago
New York,2017,5,1431,2017-02-05,33.642857142857146,New York
Pennsylvania,2017,5,655,2017-02-05,35.785714285714285,Philadelphia
Texas,2017,5,2774,2017-02-05,56.714285714285715,Dallas
Texas,2017,5,2774,2017-02-05,62.07142857142857,Houston
Washington,2017,5,101,2017-02-05,38.714285714285715,Seattle
Arizona,2017,6,670,2017-02-12,65.57142857142857,Phoenix
California,2017,6,1395,2017-02-12,62.28571428571429,Los Angeles
California,2017,6,1395,2017-02-12,57.28571428571429,San Francisco
Colorado,2017,6,73,2017-02-12,40.214285714285715,Denver
Georgia,2017,6,3038,2017-02-12,57.214285714285715,Atlanta
Illinois,2017,6,2297,2017-02-12,33.357142857142854,Chicago
New York,2017,6,1466,2017-02-12,37.5,New York
Pennsylvania,2017,6,735,2017-02-12,42.714285714285715,Philadelphia
Texas,2017,6,3508,2017-02-12,64.5,Dallas
Texas,2017,6,3508,2017-02-12,71.64285714285714,Houston
Washington,2017,6,47,2017-02-12,40.214285714285715,Seattle
Arizona,2017,7,549,2017-02-19,63.14285714285714,Phoenix
California,2017,7,1245,2017-02-19,61.28571428571429,Los Angeles
California,2017,7,1245,2017-02-19,56.0,San Francisco
Colorado,2017,7,8,2017-02-19,46.85714285714285,Denver
Georgia,2017,7,3221,2017-02-19,54.5,Atlanta
Illinois,2017,7,2435,2017-02-19,42.142857142857146,Chicago
New York,2017,7,1153,2017-02-19,39.214285714285715,New York
Pennsylvania,2017,7,698,2017-02-19,42.214285714285715,Philadelphia
Texas,2017,7,2592,2017-02-19,57.57142857142857,Dallas
Texas,2017,7,2592,2017-02-19,62.92857142857143,Houston
Washington,2017,7,41,2017-02-19,46.85714285714285,Seattle
Arizona,2017,8,564,2017-02-26,59.0,Phoenix
California,2017,8,1080,2017-02-26,56.92857142857143,Los Angeles
California,2017,8,1080,2017-02-26,50.78571428571429,San Francisco
Colorado,2017,8,49,2017-02-26,40.142857142857146,Denver
Georgia,2017,8,3464,2017-02-26,60.85714285714285,Atlanta
Illinois,2017,8,2284,2017-02-26,45.714285714285715,Chicago
New York,2017,8,811,2017-02-26,46.85714285714285,New York
Pennsylvania,2017,8,559,2017-02-26,51.714285714285715,Philadelphia
Texas,2017,8,2635,2017-02-26,60.14285714285714,Dallas
Texas,2017,8,2635,2017-02-26,64.57142857142857,Houston
Washington,2017,8,34,2017-02-26,40.142857142857146,Seattle
Arizona,2017,9,668,2017-03-05,61.714285714285715,Phoenix
California,2017,9,1082,2017-03-05,60.57142857142857,Los Angeles
California,2017,9,1082,2017-03-05,51.714285714285715,San Francisco
Colorado,2017,9,60,2017-03-05,41.5,Denver
Georgia,2017,9,2479,2017-03-05,55.14285714285714,Atlanta
Illinois,2017,9,1743,2017-03-05,39.42857142857143,Chicago
New York,2017,9,407,2017-03-05,40.42857142857143,New York
Pennsylvania,2017,9,374,2017-03-05,43.14285714285715,Philadelphia
Texas,2017,9,2256,2017-03-05,61.64285714285714,Dallas
Texas,2017,9,2256,2017-03-05,66.28571428571429,Houston
Washington,2017,9,35,2017-03-05,41.5,Seattle
Arizona,2017,10,604,2017-03-12,68.35714285714286,Phoenix
California,2017,10,1091,2017-03-12,66.71428571428571,Los Angeles
California,2017,10,1091,2017-03-12,55.64285714285714,San Francisco
Colorado,2017,10,56,2017-03-12,43.14285714285715,Denver
Georgia,2017,10,2487,2017-03-12,56.214285714285715,Atlanta
Illinois,2017,10,1759,2017-03-12,39.5,Chicago
New York,2017,10,419,2017-03-12,38.92857142857143,New York
Pennsylvania,2017,10,301,2017-03-12,42.92857142857143,Philadelphia
Texas,2017,10,2107,2017-03-12,64.0,Dallas
Texas,2017,10,2107,2017-03-12,68.21428571428571,Houston
Washington,2017,10,20,2017-03-12,43.14285714285715,Seattle
Arizona,2017,11,506,2017-03-19,78.21428571428571,Phoenix
California,2017,11,1155,2017-03-19,68.28571428571429,Los Angeles
California,2017,11,1155,2017-03-19,60.214285714285715,San Francisco
Colorado,2017,11,45,2017-03-19,47.07142857142857,Denver
Georgia,2017,11,2683,2017-03-19,45.78571428571429,Atlanta
Illinois,2017,11,1450,2017-03-19,32.785714285714285,Chicago
New York,2017,11,383,2017-03-19,32.42857142857143,New York
Pennsylvania,2017,11,299,2017-03-19,33.785714285714285,Philadelphia
Texas,2017,11,1403,2017-03-19,64.28571428571429,Dallas
Texas,2017,11,1403,2017-03-19,64.28571428571429,Houston
Washington,2017,11,26,2017-03-19,47.07142857142857,Seattle
Arizona,2017,12,559,2017-03-26,71.5,Phoenix
California,2017,12,925,2017-03-26,62.78571428571429,Los Angeles
California,2017,12,925,2017-03-26,57.14285714285714,San Francisco
Colorado,2017,12,60,2017-03-26,48.214285714285715,Denver
Georgia,2017,12,3146,2017-03-26,64.42857142857143,Atlanta
Illinois,2017,12,1440,2017-03-26,45.92857142857143,Chicago
New York,2017,12,505,2017-03-26,42.642857142857146,New York
Pennsylvania,2017,12,259,2017-03-26,45.35714285714285,Philadelphia
Texas,2017,12,1258,2017-03-26,72.71428571428571,Dallas
Texas,2017,12,1258,2017-03-26,73.21428571428571,Houston
Washington,2017,12,22,2017-03-26,48.214285714285715,Seattle
Arizona,2017,13,542,2017-04-02,68.14285714285714,Phoenix
California,2017,13,845,2017-04-02,66.64285714285714,Los Angeles
California,2017,13,845,2017-04-02,59.85714285714285,San Francisco
Colorado,2017,13,53,2017-04-02,48.64285714285714,Denver
Georgia,2017,13,2505,2017-04-02,68.85714285714286,Atlanta
Illinois,2017,13,1348,2017-04-02,44.57142857142857,Chicago
New York,2017,13,568,2017-04-02,46.42857142857143,New York
Pennsylvania,2017,13,309,2017-04-02,49.07142857142857,Philadelphia
Texas,2017,13,1065,2017-04-02,68.21428571428571,Dallas
Texas,2017,13,1065,2017-04-02,72.64285714285714,Houston
Washington,2017,13,32,2017-04-02,48.64285714285714,Seattle
Arizona,2017,14,488,2017-04-09,72.64285714285714,Phoenix
California,2017,14,809,2017-04-09,65.35714285714286,Los Angeles
California,2017,14,809,2017-04-09,56.714285714285715,San Francisco
Colorado,2017,14,45,2017-04-09,49.92857142857143,Denver
Georgia,2017,14,1503,2017-04-09,60.42857142857143,Atlanta
Illinois,2017,14,1169,2017-04-09,50.35714285714285,Chicago
New York,2017,14,584,2017-04-09,49.57142857142857,New York
Pennsylvania,2017,14,245,2017-04-09,54.35714285714285,Philadelphia
Texas,2017,14,906,2017-04-09,67.64285714285714,Dallas
Texas,2017,14,906,2017-04-09,68.71428571428571,Houston
Washington,2017,14,16,2017-04-09,49.92857142857143,Seattle
Arizona,2017,15,380,2017-04-16,75.28571428571429,Phoenix
California,2017,15,746,2017-04-16,64.78571428571429,Los Angeles
California,2017,15,746,2017-04-16,56.42857142857143,San Francisco
Colorado,2017,15,37,2017-04-16,49.28571428571429,Denver
Georgia,2017,15,1147,2017-04-16,69.78571428571429,Atlanta
Illinois,2017,15,764,2017-04-16,56.85714285714285,Chicago
New York,2017,15,343,2017-04-16,57.214285714285715,New York
Pennsylvania,2017,15,209,2017-04-16,63.0,Philadelphia
Texas,2017,15,835,2017-04-16,72.5,Dallas
Texas,2017,15,835,2017-04-16,72.5,Houston
Washington,2017,15,16,2017-04-16,49.28571428571429,Seattle
Arizona,2017,16,462,2017-04-23,79.78571428571429,Phoenix
California,2017,16,776,2017-04-23,70.5,Los Angeles
California,2017,16,776,2017-04-23,59.14285714285714,San Francisco
Colorado,2017,16,43,2017-04-23,52.85714285714285,Denver
Georgia,2017,16,1027,2017-04-23,70.71428571428571,Atlanta
Illinois,2017,16,676,2017-04-23,55.0,Chicago
New York,2017,16,209,2017-04-23,55.5,New York
Pennsylvania,2017,16,191,2017-04-23,58.5,Philadelphia
Texas,2017,16,665,2017-04-23,69.85714285714286,Dallas
Texas,2017,16,665,2017-04-23,73.0,Houston
Washington,2017,16,15,2017-04-23,52.85714285714285,Seattle
Arizona,2017,17,420,2017-04-30,76.28571428571429,Phoenix
California,2017,17,797,2017-04-30,71.35714285714286,Los Angeles
California,2017,17,797,2017-04-30,59.85714285714285,San Francisco
Colorado,2017,17,53,2017-04-30,50.85714285714285,Denver
Georgia,2017,17,905,2017-04-30,70.85714285714286,Atlanta
Illinois,2017,17,681,2017-04-30,54.0,Chicago
New York,2017,17,217,2017-04-30,60.214285714285715,New York
Pennsylvania,2017,17,161,2017-04-30,64.92857142857143,Philadelphia
Texas,2017,17,755,2017-04-30,67.78571428571429,Dallas
Texas,2017,17,755,2017-04-30,72.5,Houston
Washington,2017,17,16,2017-04-30,50.85714285714285,Seattle
Arizona,2017,18,487,2017-05-07,82.71428571428571,Phoenix
California,2017,18,660,2017-05-07,67.57142857142857,Los Angeles
California,2017,18,660,2017-05-07,63.214285714285715,San Francisco
Colorado,2017,18,39,2017-05-07,55.14285714285714,Denver
Georgia,2017,18,929,2017-05-07,62.5,Atlanta
Illinois,2017,18,617,2017-05-07,48.64285714285714,Chicago
New York,2017,18,221,2017-05-07,58.0,New York
Pennsylvania,2017,18,148,2017-05-07,61.35714285714285,Philadelphia
Texas,2017,18,665,2017-05-07,69.78571428571429,Dallas
Texas,2017,18,665,2017-05-07,70.21428571428571,Houston
Washington,2017,18,12,2017-05-07,55.14285714285714,Seattle
Arizona,2017,19,342,2017-05-14,76.5,Phoenix
California,2017,19,629,2017-05-14,64.5,Los Angeles
California,2017,19,629,2017-05-14,59.07142857142857,San Francisco
Colorado,2017,19,23,2017-05-14,54.28571428571429,Denver
Georgia,2017,19,862,2017-05-14,71.57142857142857,Atlanta
Illinois,2017,19,715,2017-05-14,56.28571428571429,Chicago
New York,2017,19,163,2017-05-14,54.07142857142857,New York
Pennsylvania,2017,19,94,2017-05-14,55.78571428571429,Philadelphia
Texas,2017,19,419,2017-05-14,74.78571428571429,Dallas
Texas,2017,19,419,2017-05-14,75.42857142857143,Houston
Washington,2017,19,14,2017-05-14,54.28571428571429,Seattle
Arizona,2017,20,444,2017-05-21,77.14285714285714,Phoenix
California,2017,20,640,2017-05-21,68.85714285714286,Los Angeles
California,2017,20,640,2017-05-21,62.14285714285714,San Francisco
Colorado,2017,20,39,2017-05-21,56.28571428571429,Denver
Georgia,2017,20,804,2017-05-21,78.0,Atlanta
Illinois,2017,20,576,2017-05-21,62.35714285714285,Chicago
New York,2017,20,154,2017-05-21,66.85714285714286,New York
Pennsylvania,2017,20,101,2017-05-21,70.5,Philadelphia
Texas,2017,20,552,2017-05-21,78.57142857142857,Dallas
Texas,2017,20,552,2017-05-21,81.0,Houston
Washington,2017,20,15,2017-05-21,56.28571428571429,Seattle
Arizona,2017,21,436,2017-05-28,88.0,Phoenix
California,2017,21,551,2017-05-28,67.57142857142857,Los Angeles
California,2017,21,551,2017-05-28,60.14285714285714,San Francisco
Colorado,2017,21,44,2017-05-28,65.07142857142857,Denver
Georgia,2017,21,749,2017-05-28,70.78571428571429,Atlanta
Illinois,2017,21,485,2017-05-28,61.42857142857143,Chicago
New York,2017,21,143,2017-05-28,63.07142857142857,New York
Pennsylvania,2017,21,69,2017-05-28,64.57142857142857,Philadelphia
Texas,2017,21,471,2017-05-28,76.85714285714286,Dallas
Texas,2017,21,471,2017-05-28,77.85714285714286,Houston
Washington,2017,21,9,2017-05-28,65.07142857142857,Seattle
Arizona,2017,22,314,2017-06-04,90.0,Phoenix
California,2017,22,449,2017-06-04,68.71428571428571,Los Angeles
California,2017,22,449,2017-06-04,60.07142857142857,San Francisco
Colorado,2017,22,2,2017-06-04,60.57142857142857,Denver
Georgia,2017,22,608,2017-06-04,75.92857142857143,Atlanta
Illinois,2017,22,417,2017-06-04,68.28571428571429,Chicago
New York,2017,22,101,2017-06-04,63.92857142857143,New York
Pennsylvania,2017,22,73,2017-06-04,66.92857142857143,Philadelphia
Texas,2017,22,360,2017-06-04,78.57142857142857,Dallas
Texas,2017,22,360,2017-06-04,78.85714285714286,Houston
Washington,2017,22,13,2017-06-04,60.57142857142857,Seattle
Arizona,2017,23,318,2017-06-11,92.42857142857143,Phoenix
California,2017,23,608,2017-06-11,67.85714285714286,Los Angeles
California,2017,23,608,2017-06-11,60.78571428571429,San Francisco
Colorado,2017,23,17,2017-06-11,61.64285714285714,Denver
Georgia,2017,23,547,2017-06-11,74.92857142857143,Atlanta
Illinois,2017,23,404,2017-06-11,71.78571428571429,Chicago
New York,2017,23,106,2017-06-11,65.42857142857143,New York
Pennsylvania,2017,23,75,2017-06-11,68.64285714285714,Philadelphia
Texas,2017,23,385,2017-06-11,79.85714285714286,Dallas
Texas,2017,23,385,2017-06-11,79.0,Houston
Washington,2017,23,3,2017-06-11,61.64285714285714,Seattle
Arizona,2017,24,261,2017-06-18,89.5,Phoenix
California,2017,24,470,2017-06-18,72.92857142857143,Los Angeles
California,2017,24,470,2017-06-18,65.42857142857143,San Francisco
Colorado,2017,24,0,2017-06-18,58.85714285714285,Denver
Georgia,2017,24,554,2017-06-18,78.42857142857143,Atlanta
Illinois,2017,24,339,2017-06-18,78.57142857142857,Chicago
New York,2017,24,104,2017-06-18,73.28571428571429,New York
Pennsylvania,2017,24,58,2017-06-18,78.28571428571429,Philadelphia
Texas,2017,24,329,2017-06-18,86.57142857142857,Dallas
Texas,2017,24,329,2017-06-18,85.21428571428571,Houston
Washington,2017,24,9,2017-06-18,58.85714285714285,Seattle
Arizona,2017,25,158,2017-06-25,102.14285714285714,Phoenix
California,2017,25,463,2017-06-25,72.78571428571429,Los Angeles
California,2017,25,463,2017-06-25,65.28571428571429,San Francisco
Colorado,2017,25,20,2017-06-25,68.0,Denver
Georgia,2017,25,467,2017-06-25,76.78571428571429,Atlanta
Illinois,2017,25,328,2017-06-25,70.0,Chicago
New York,2017,25,100,2017-06-25,75.21428571428571,New York
Pennsylvania,2017,25,52,2017-06-25,79.64285714285714,Philadelphia
Texas,2017,25,302,2017-06-25,83.21428571428571,Dallas
Texas,2017,25,302,2017-06-25,83.35714285714286,Houston
Washington,2017,25,4,2017-06-25,68.0,Seattle
Arizona,2017,26,230,2017-07-02,97.07142857142857,Phoenix
California,2017,26,470,2017-07-02,73.07142857142857,Los Angeles
California,2017,26,470,2017-07-02,61.92857142857143,San Francisco
Colorado,2017,26,18,2017-07-02,64.64285714285714,Denver
Georgia,2017,26,438,2017-07-02,76.85714285714286,Atlanta
Illinois,2017,26,293,2017-07-02,70.64285714285714,Chicago
New York,2017,26,83,2017-07-02,73.07142857142857,New York
Pennsylvania,2017,26,36,2017-07-02,76.78571428571429,Philadelphia
Texas,2017,26,252,2017-07-02,82.5,Dallas
Texas,2017,26,252,2017-07-02,83.35714285714286,Houston
Washington,2017,26,5,2017-07-02,64.64285714285714,Seattle
Arizona,2017,27,162,2017-07-09,100.35714285714286,Phoenix
California,2017,27,369,2017-07-09,78.42857142857143,Los Angeles
California,2017,27,369,2017-07-09,64.42857142857143,San Francisco
Colorado,2017,27,9,2017-07-09,67.21428571428571,Denver
Georgia,2017,27,470,2017-07-09,80.92857142857143,Atlanta
Illinois,2017,27,226,2017-07-09,75.14285714285714,Chicago
New York,2017,27,74,2017-07-09,76.71428571428571,New York
Pennsylvania,2017,27,44,2017-07-09,77.78571428571429,Philadelphia
Texas,2017,27,256,2017-07-09,85.0,Dallas
Texas,2017,27,256,2017-07-09,85.85714285714286,Houston
Washington,2017,27,4,2017-07-09,67.21428571428571,Seattle
Arizona,2017,28,208,2017-07-16,95.71428571428572,Phoenix
California,2017,28,366,2017-07-16,76.64285714285714,Los Angeles
California,2017,28,366,2017-07-16,65.28571428571429,San Francisco
Colorado,2017,28,13,2017-07-16,65.57142857142857,Denver
Georgia,2017,28,398,2017-07-16,81.21428571428571,Atlanta
Illinois,2017,28,276,2017-07-16,73.21428571428571,Chicago
New York,2017,28,59,2017-07-16,76.92857142857143,New York
Pennsylvania,2017,28,37,2017-07-16,80.42857142857143,Philadelphia
Texas,2017,28,238,2017-07-16,86.92857142857143,Dallas
Texas,2017,28,238,2017-07-16,82.92857142857143,Houston
Washington,2017,28,3,2017-07-16,65.57142857142857,Seattle
Arizona,2017,29,211,2017-07-23,91.5,Phoenix
California,2017,29,397,2017-07-23,76.85714285714286,Los Angeles
California,2017,29,397,2017-07-23,63.214285714285715,San Francisco
Colorado,2017,29,7,2017-07-23,68.14285714285714,Denver
Georgia,2017,29,322,2017-07-23,82.42857142857143,Atlanta
Illinois,2017,29,238,2017-07-23,77.14285714285714,Chicago
New York,2017,29,74,2017-07-23,81.14285714285714,New York
Pennsylvania,2017,29,52,2017-07-23,83.85714285714286,Philadelphia
Texas,2017,29,182,2017-07-23,88.7142857142857,Dallas
Texas,2017,29,182,2017-07-23,85.28571428571429,Houston
Washington,2017,29,5,2017-07-23,68.14285714285714,Seattle
Arizona,2017,30,218,2017-07-30,91.92857142857143,Phoenix
California,2017,30,342,2017-07-30,75.35714285714286,Los Angeles
California,2017,30,342,2017-07-30,64.57142857142857,San Francisco
Colorado,2017,30,5,2017-07-30,68.42857142857143,Denver
Georgia,2017,30,343,2017-07-30,81.35714285714286,Atlanta
Illinois,2017,30,242,2017-07-30,72.85714285714286,Chicago
New York,2017,30,66,2017-07-30,71.07142857142857,New York
Pennsylvania,2017,30,45,2017-07-30,74.85714285714286,Philadelphia
